,pobre,area,casal,genero,raca,escolaridade,atividade,aposentadoria,dom_tipo,agua_adeq,esgoto_ad,banheiro,paredes,casa_tipo,geladeira,maquina_lavar,tv,computador,internet,carro,moto,idade,n_moradores,n_criancas,n_adultos,densidade,fone_pc
4288,1,urbano,solteiro,mulher,preto ou pardo,medio completo,inativo,sim,casa,adequada,inadequado,sim,adequada,cedido,sim,sim,sim,nao,sim,nao,sim,38,2,0,2,0.4,1.0
4289,0,urbano,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,sim,casa,adequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,nao,84,4,0,4,0.666666666666667,1.0
4290,0,urbano,solteiro,mulher,branco,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,73,1,0,1,0.142857142857143,0.0
4291,0,urbano,casado,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,72,5,1,5,1.0,0.6
4292,0,urbano,casado,mulher,branco,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,86,3,0,3,0.6,0.333333333333333
4293,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,nao,45,3,2,1,0.5,2.0
4294,0,urbano,solteiro,mulher,branco,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,90,1,0,1,0.166666666666667,0.0
4295,0,urbano,casado,homem,branco,medio incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,sim,sim,sim,sim,64,5,0,5,0.454545454545455,1.0
4296,0,urbano,casado,homem,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,sim,41,2,0,2,0.333333333333333,1.0
4297,1,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,sim,nao,nao,25,6,3,3,0.857142857142857,1.0
4298,0,urbano,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,76,5,1,4,1.0,0.75
4299,1,urbano,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,nao,49,6,0,6,1.2,0.666666666666667
4300,1,urbano,solteiro,mulher,preto ou pardo,medio incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,19,1,0,1,0.125,1.0
4301,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,nao,41,5,2,4,0.833333333333333,1.25
4302,0,urbano,solteiro,mulher,branco,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,84,1,0,1,0.142857142857143,1.0
4303,0,urbano,casado,mulher,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,74,2,0,2,0.333333333333333,0.0
4304,1,urbano,casado,mulher,branco,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,29,5,3,3,0.833333333333333,0.666666666666667
4305,0,urbano,solteiro,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,68,1,0,1,0.2,0.0
4306,1,urbano,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,75,3,0,3,0.5,1.0
4307,1,urbano,solteiro,mulher,preto ou pardo,medio incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,cedido,sim,nao,sim,nao,sim,nao,nao,67,1,0,1,0.142857142857143,1.0
4308,1,urbano,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,sim,30,3,1,2,0.75,1.0
4309,0,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,sim,sim,50,3,1,2,0.6,1.5
4310,0,urbano,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,sim,63,5,1,4,1.25,0.75
4311,1,urbano,solteiro,mulher,branco,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,81,8,3,5,1.33333333333333,0.4
4312,0,urbano,solteiro,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,sim,45,1,0,1,0.25,1.0
4313,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,nao,apartamento,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,nao,43,3,0,3,0.75,1.0
4314,0,urbano,solteiro,mulher,preto ou pardo,medio completo,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,alugado,sim,nao,sim,sim,sim,nao,nao,24,1,0,1,0.25,1.0
4315,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,sim,sim,nao,nao,58,4,0,4,0.8,1.0
4316,0,urbano,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,26,2,0,2,0.333333333333333,1.0
4317,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,nao,nao,nao,27,4,3,1,0.8,1.0
4318,0,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,73,2,0,2,0.4,1.0
4319,1,urbano,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,nao,25,4,2,2,1.0,0.5
4320,1,urbano,casado,mulher,preto ou pardo,superior incompleto,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,alugado,sim,nao,sim,sim,sim,nao,sim,24,3,1,2,0.75,1.0
4321,0,urbano,casado,homem,branco,medio incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,sim,nao,35,2,0,2,0.5,1.0
4322,0,urbano,solteiro,mulher,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,nao,nao,nao,nao,nao,83,1,0,1,0.166666666666667,0.0
4323,1,urbano,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,sim,nao,sim,56,5,2,3,0.833333333333333,0.666666666666667
4324,0,urbano,solteiro,mulher,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,nao,70,1,0,1,0.166666666666667,1.0
4325,0,urbano,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,64,3,0,3,0.6,0.333333333333333
4326,0,urbano,casado,homem,branco,sem instrucao,inativo,sim,casa,inadequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,nao,nao,nao,nao,83,2,0,2,0.285714285714286,0.5
4327,0,urbano,solteiro,mulher,branco,fundam completo,inativo,sim,casa,inadequada,inadequado,sim,adequada,cedido,sim,sim,sim,nao,nao,nao,nao,62,1,0,1,0.125,1.0
4328,0,urbano,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,sim,sim,62,3,0,3,0.5,0.666666666666667
4329,0,urbano,solteiro,mulher,branco,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,68,1,0,1,0.333333333333333,0.0
4330,0,urbano,casado,mulher,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,31,4,1,3,0.666666666666667,1.0
4331,1,urbano,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,sim,nao,37,6,3,3,1.2,0.333333333333333
4332,1,urbano,casado,mulher,preto ou pardo,medio completo,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,24,3,1,2,0.75,1.0
4333,0,urbano,solteiro,homem,branco,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,88,1,0,1,0.166666666666667,0.0
4334,0,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,56,2,0,2,0.4,0.5
4335,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,nao,nao,nao,52,2,1,1,0.4,1.0
4336,0,urbano,solteiro,mulher,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,sim,sim,nao,sim,28,1,0,1,0.2,1.0
4337,0,urbano,casado,homem,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,nao,sim,34,3,1,2,0.6,1.0
4338,0,urbano,solteiro,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,sim,sim,nao,nao,20,1,0,1,0.2,1.0
4339,0,urbano,casado,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,70,2,0,2,0.4,0.5
4340,1,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,sim,sim,57,4,1,3,0.666666666666667,1.0
4341,0,urbano,casado,homem,branco,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,sim,nao,61,3,0,3,0.5,1.0
4342,1,urbano,casado,homem,preto ou pardo,medio incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,44,3,1,2,0.428571428571429,1.0
4343,0,urbano,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,40,2,0,2,0.4,1.0
4344,0,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,sim,41,1,0,1,0.166666666666667,1.0
4345,0,urbano,solteiro,mulher,branco,fundam completo,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,65,1,0,1,0.2,1.0
4346,0,urbano,solteiro,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,70,1,0,1,0.2,1.0
4347,0,urbano,casado,homem,branco,medio completo,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,sim,nao,67,2,0,2,0.222222222222222,1.0
4348,0,urbano,solteiro,mulher,branco,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,nao,nao,sim,70,2,0,2,0.285714285714286,1.0
4349,1,urbano,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,58,2,0,2,0.4,1.0
4350,0,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,sim,sim,68,5,0,5,0.714285714285714,1.0
4351,0,urbano,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,sim,sim,25,3,0,3,0.428571428571429,0.666666666666667
4352,1,urbano,solteiro,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,nao,89,7,3,5,1.16666666666667,1.2
4353,0,urbano,casado,homem,branco,superior incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,sim,nao,78,4,0,4,0.4,0.75
4354,0,urbano,casado,homem,branco,fundam incompleto,ativo ocupado,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,sim,69,3,0,3,0.3,0.666666666666667
4355,0,urbano,solteiro,mulher,branco,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,81,3,0,3,0.5,1.0
4356,0,urbano,casado,homem,preto ou pardo,medio completo,inativo,sim,casa,adequada,adequado,sim,adequada,alugado,sim,sim,sim,nao,sim,sim,nao,71,2,0,2,0.4,1.0
4357,1,urbano,solteiro,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,36,1,0,1,0.166666666666667,1.0
4358,1,urbano,solteiro,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,53,4,1,3,0.5,0.666666666666667
4359,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,nao,nao,nao,52,2,0,2,0.333333333333333,1.0
4360,0,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,84,2,0,2,0.333333333333333,0.5
4361,0,urbano,casado,homem,branco,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,nao,sim,sim,sim,nao,35,3,1,2,0.5,1.0
4362,1,urbano,casado,homem,branco,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,45,3,1,2,0.6,1.0
4363,0,urbano,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,57,2,0,2,0.25,1.0
4364,0,urbano,solteiro,homem,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,nao,47,2,0,2,0.5,0.5
4365,0,urbano,casado,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,69,4,0,4,0.8,0.5
4366,0,urbano,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio nao pago,sim,nao,sim,nao,sim,nao,sim,45,5,1,4,0.714285714285714,0.5
4367,0,urbano,solteiro,mulher,branco,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,nao,nao,nao,72,1,0,1,0.166666666666667,0.0
4368,0,urbano,solteiro,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,alugado,sim,nao,sim,sim,sim,sim,nao,35,1,0,1,0.2,1.0
4369,0,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,sim,sim,sim,sim,50,6,2,4,0.545454545454545,1.0
4370,1,urbano,solteiro,mulher,preto ou pardo,fundam completo,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,nao,74,3,0,3,0.75,0.333333333333333
4371,0,urbano,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,alugado,sim,sim,sim,sim,sim,sim,nao,24,2,0,2,0.4,1.0
4372,0,urbano,casado,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,72,2,0,2,0.4,0.0
4373,0,urbano,casado,homem,branco,superior completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,sim,sim,36,3,1,2,0.428571428571429,1.0
4374,1,urbano,casado,homem,branco,medio incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,alugado,sim,nao,sim,sim,sim,sim,sim,32,3,1,2,0.75,1.0
4375,0,urbano,solteiro,mulher,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,32,3,2,1,0.6,1.0
4376,0,urbano,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,sim,42,3,0,3,0.6,0.666666666666667
4377,1,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,nao,nao,nao,19,5,3,2,0.833333333333333,0.0
4378,0,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,66,2,0,2,0.4,1.0
4379,1,urbano,casado,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,42,4,1,3,0.8,0.666666666666667
4380,0,urbano,solteiro,mulher,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,nao,67,4,2,2,0.666666666666667,0.5
4381,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,44,8,5,3,1.33333333333333,0.666666666666667
4382,1,urbano,solteiro,mulher,branco,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,41,2,1,1,0.333333333333333,1.0
4383,0,urbano,solteiro,mulher,branco,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,77,2,1,1,0.285714285714286,2.0
4384,0,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,62,1,0,1,0.25,1.0
4385,1,urbano,casado,homem,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,50,5,1,4,0.833333333333333,1.0
4386,1,urbano,casado,mulher,branco,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,39,4,1,3,0.8,1.0
4387,0,urbano,casado,homem,branco,superior completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio nao pago,nao,sim,sim,sim,sim,nao,sim,44,2,0,2,0.285714285714286,1.0
4388,0,urbano,casado,homem,branco,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,nao,sim,nao,81,2,0,2,0.25,0.5
4389,0,urbano,solteiro,mulher,preto ou pardo,fundam completo,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,70,2,1,1,0.333333333333333,2.0
4390,0,urbano,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,nao,nao,sim,44,2,0,2,0.4,1.0
4391,0,urbano,casado,mulher,preto ou pardo,fundam completo,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,nao,sim,55,4,0,4,0.666666666666667,1.0
4392,1,urbano,solteiro,mulher,preto ou pardo,medio incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,cedido,sim,nao,sim,nao,sim,nao,nao,49,2,0,2,0.4,1.0
4393,1,urbano,solteiro,mulher,preto ou pardo,medio completo,ativo desocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,sim,sim,nao,nao,nao,nao,18,3,0,3,0.5,0.666666666666667
4394,1,urbano,casado,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,sim,37,4,1,3,0.5,0.666666666666667
4395,0,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,45,6,2,4,1.0,0.75
4396,0,urbano,solteiro,mulher,branco,superior completo,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,nao,nao,nao,42,4,1,3,0.8,0.666666666666667
4397,0,urbano,casado,homem,branco,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,nao,70,2,0,2,0.4,0.5
4398,0,urbano,casado,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,64,2,0,2,0.4,0.5
4399,0,urbano,solteiro,mulher,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,nao,nao,46,3,1,2,0.333333333333333,1.0
4400,0,urbano,casado,mulher,preto ou pardo,superior incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,sim,sim,sim,sim,nao,sim,27,2,0,2,0.4,1.0
4401,0,urbano,solteiro,mulher,branco,medio completo,ativo ocupado,sim,casa,adequada,adequado,sim,adequada,alugado,nao,nao,sim,nao,sim,sim,sim,63,1,0,1,0.166666666666667,1.0
4402,1,urbano,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,alugado,sim,nao,sim,sim,sim,nao,nao,40,4,0,4,0.8,1.0
4403,0,urbano,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,nao,nao,nao,94,2,0,2,0.4,0.5
4404,0,urbano,casado,homem,preto ou pardo,superior incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,sim,nao,nao,sim,28,2,0,2,0.5,1.0
4405,0,urbano,casado,mulher,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,nao,nao,nao,78,2,0,2,0.4,1.0
4406,0,urbano,casado,mulher,branco,superior completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,sim,sim,nao,sim,nao,sim,26,3,1,2,0.75,1.0
4407,0,urbano,casado,homem,preto ou pardo,fundam completo,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,nao,nao,nao,75,3,0,3,0.6,0.333333333333333
4408,0,urbano,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,sim,sim,44,2,0,2,0.2,1.0
4409,0,urbano,solteiro,homem,preto ou pardo,sem instrucao,inativo,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,nao,nao,nao,55,1,0,1,0.25,0.0
4410,0,urbano,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,sim,sim,nao,sim,23,2,0,2,0.4,1.0
4411,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo desocupado,sim,casa,adequada,adequado,sim,adequada,cedido,sim,nao,sim,nao,sim,nao,nao,38,3,2,1,0.6,1.0
4412,0,urbano,solteiro,mulher,preto ou pardo,medio completo,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,37,1,0,1,0.333333333333333,1.0
4413,0,urbano,casado,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,nao,nao,nao,nao,nao,81,2,0,2,0.5,0.0
4414,0,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,sim,sim,49,3,0,3,0.5,1.0
4415,0,urbano,solteiro,mulher,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,sim,nao,43,3,0,3,0.333333333333333,1.0
4416,0,urbano,casado,homem,preto ou pardo,medio incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,alugado,nao,nao,sim,nao,sim,nao,sim,31,4,2,2,0.8,1.0
4417,0,urbano,solteiro,homem,branco,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,84,1,0,1,0.2,0.0
4418,0,urbano,casado,homem,branco,fundam completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,sim,sim,40,4,0,4,0.5,1.0
4419,0,urbano,solteiro,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,36,1,0,1,0.2,1.0
4420,0,urbano,casado,homem,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,sim,nao,30,2,0,2,0.285714285714286,1.0
4421,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,nao,53,8,4,5,1.33333333333333,0.6
4422,0,urbano,solteiro,mulher,preto ou pardo,fundam completo,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,67,3,1,2,0.5,1.0
4423,0,urbano,solteiro,mulher,branco,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,74,6,1,5,0.857142857142857,1.0
