,pobre,area,casal,genero,raca,escolaridade,atividade,aposentadoria,dom_tipo,agua_adeq,esgoto_ad,banheiro,paredes,casa_tipo,geladeira,maquina_lavar,tv,computador,internet,carro,moto,idade,n_moradores,n_criancas,n_adultos,densidade,fone_pc
2265,0,urbano,solteiro,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,alugado,sim,nao,nao,nao,sim,nao,nao,49,1,0,1,0.25,1.0
2266,0,urbano,solteiro,homem,preto ou pardo,superior incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,alugado,nao,sim,sim,nao,sim,nao,nao,25,4,1,3,0.666666666666667,1.0
2267,1,urbano,solteiro,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,sim,sim,sim,sim,nao,nao,47,3,1,2,0.6,1.5
2268,0,urbano,casado,mulher,branco,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,nao,36,3,0,3,0.428571428571429,1.0
2269,0,urbano,solteiro,mulher,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,56,2,0,2,0.4,1.0
2270,0,urbano,casado,mulher,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,nao,65,2,0,2,0.5,1.0
2271,1,urbano,casado,mulher,preto ou pardo,medio completo,ativo desocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,nao,33,6,2,4,2.0,0.25
2272,1,urbano,solteiro,mulher,branco,medio completo,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,sim,36,3,2,1,0.75,2.0
2273,0,urbano,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,sim,nao,29,5,3,2,1.0,1.0
2274,0,urbano,solteiro,mulher,branco,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,nao,51,5,1,4,0.714285714285714,0.75
2275,0,urbano,solteiro,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,sim,nao,34,3,2,1,0.5,1.0
2276,0,urbano,casado,mulher,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,nao,nao,49,3,0,3,0.5,1.0
2277,0,urbano,solteiro,mulher,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,nao,nao,nao,nao,69,1,0,1,0.166666666666667,1.0
2278,1,urbano,casado,homem,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,46,4,2,2,0.666666666666667,1.5
2279,0,urbano,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,sim,52,4,1,3,0.571428571428571,1.0
2280,0,urbano,casado,homem,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,nao,54,4,0,4,0.5,1.0
2281,0,urbano,solteiro,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,52,1,0,1,0.2,1.0
2282,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,57,2,0,2,0.5,1.0
2283,0,urbano,casado,mulher,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,nao,sim,38,3,0,3,0.5,1.0
2284,0,urbano,solteiro,mulher,preto ou pardo,sem instrucao,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,63,4,1,4,0.8,1.0
2285,1,urbano,casado,homem,branco,medio completo,inativo,nao,casa,adequada,adequado,sim,adequada,proprio nao pago,nao,sim,sim,nao,sim,sim,sim,50,4,2,2,0.5,1.0
2286,0,urbano,casado,homem,branco,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,nao,55,3,0,3,0.5,1.0
2287,1,urbano,solteiro,mulher,branco,medio completo,inativo,sim,casa,adequada,adequado,sim,adequada,alugado,nao,sim,sim,sim,sim,sim,nao,36,4,2,2,1.33333333333333,1.0
2288,0,urbano,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,nao,nao,sim,nao,sim,nao,nao,26,2,0,2,0.666666666666667,1.0
2289,0,urbano,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,nao,39,3,1,2,0.5,1.5
2290,1,urbano,solteiro,mulher,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,nao,38,1,0,1,0.333333333333333,1.0
2291,0,urbano,casado,homem,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,nao,nao,sim,nao,nao,37,4,0,4,1.0,1.0
2292,1,urbano,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,38,5,3,3,1.66666666666667,0.666666666666667
2293,0,urbano,solteiro,mulher,preto ou pardo,medio completo,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,sim,67,5,1,4,0.555555555555556,1.0
2294,0,urbano,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,nao,nao,sim,nao,55,2,0,2,0.25,0.5
2295,1,urbano,casado,homem,preto ou pardo,medio completo,ativo desocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,28,3,1,2,1.0,0.0
2296,1,urbano,solteiro,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,nao,nao,nao,nao,nao,60,1,0,1,0.2,0.0
2297,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,nao,59,1,0,1,0.166666666666667,1.0
2298,1,urbano,solteiro,mulher,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,nao,32,4,2,2,0.571428571428571,1.5
2299,1,urbano,casado,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,sim,53,6,0,6,1.0,0.333333333333333
2300,1,urbano,casado,mulher,preto ou pardo,sem instrucao,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,nao,50,5,1,4,0.714285714285714,1.0
2301,1,urbano,solteiro,mulher,preto ou pardo,fundam completo,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,nao,58,8,4,4,2.0,0.5
2302,1,urbano,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,nao,nao,nao,23,3,1,2,0.75,1.0
2303,1,urbano,solteiro,mulher,branco,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,nao,nao,nao,67,2,0,2,0.5,1.0
2304,0,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,sim,25,3,1,2,0.375,1.5
2305,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,nao,nao,nao,57,1,0,1,0.333333333333333,0.0
2306,1,urbano,casado,homem,preto ou pardo,sem instrucao,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,nao,nao,nao,55,4,1,3,1.33333333333333,0.333333333333333
2307,0,urbano,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,nao,56,2,0,2,0.5,0.5
2308,0,urbano,casado,homem,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,nao,57,3,0,3,0.375,1.0
2309,0,urbano,casado,homem,branco,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,73,2,0,2,0.5,0.5
2310,0,urbano,solteiro,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,sim,nao,72,4,1,4,0.666666666666667,1.0
2311,0,urbano,solteiro,homem,branco,medio completo,ativo desocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,nao,sim,24,2,0,2,0.5,1.0
2312,0,urbano,casado,mulher,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,nao,nao,sim,sim,sim,sim,sim,24,2,0,2,0.333333333333333,1.0
2313,0,urbano,casado,mulher,branco,medio completo,inativo,nao,casa,adequada,adequado,sim,adequada,alugado,nao,sim,sim,nao,sim,nao,sim,20,2,0,2,0.4,1.0
2314,0,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,nao,nao,50,2,0,2,0.333333333333333,1.0
2315,0,urbano,casado,mulher,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,nao,sim,sim,sim,sim,nao,nao,48,2,0,2,0.25,1.0
2316,0,urbano,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,nao,64,2,0,2,0.666666666666667,1.0
2317,0,urbano,solteiro,mulher,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,nao,66,2,0,2,0.333333333333333,1.0
2318,0,urbano,solteiro,mulher,preto ou pardo,superior incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,sim,sim,53,3,1,2,0.5,1.0
2319,0,urbano,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,sim,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,sim,63,4,2,2,0.666666666666667,1.0
2320,1,urbano,solteiro,homem,preto ou pardo,medio completo,ativo desocupado,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,sim,sim,nao,sim,nao,nao,38,2,0,2,0.25,1.0
2321,0,urbano,solteiro,mulher,preto ou pardo,sem instrucao,inativo,sim,apartamento,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,nao,nao,nao,75,1,0,1,0.25,1.0
2322,1,urbano,casado,homem,branco,medio completo,inativo,nao,apartamento,adequada,adequado,sim,adequada,proprio nao pago,nao,sim,sim,nao,sim,nao,nao,49,3,0,3,0.6,0.333333333333333
2323,0,urbano,solteiro,mulher,preto ou pardo,medio completo,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,nao,62,2,0,2,0.25,0.5
2324,1,urbano,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,apartamento,adequada,adequado,sim,adequada,proprio nao pago,nao,nao,sim,nao,nao,nao,nao,60,5,0,5,1.0,0.2
2325,0,urbano,solteiro,mulher,branco,medio completo,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,proprio nao pago,nao,sim,sim,nao,sim,sim,nao,46,2,0,2,0.4,1.0
2326,0,urbano,casado,mulher,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,cedido,nao,sim,sim,sim,sim,sim,nao,39,3,1,2,0.3,1.5
2327,1,urbano,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,apartamento,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,nao,nao,nao,54,2,0,2,0.4,0.5
2328,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,58,3,0,3,0.6,1.0
2329,0,urbano,casado,mulher,branco,medio completo,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,nao,48,3,0,3,0.6,1.0
2330,0,urbano,casado,mulher,preto ou pardo,medio incompleto,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,proprio nao pago,nao,nao,sim,sim,nao,nao,sim,41,3,0,3,0.6,0.666666666666667
2331,0,urbano,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,52,2,0,2,0.5,1.0
2332,0,urbano,solteiro,homem,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,sim,nao,60,1,0,1,0.2,1.0
2333,0,urbano,casado,mulher,branco,superior completo,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,nao,71,3,1,3,0.3,1.0
2334,0,urbano,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,sim,nao,70,4,0,4,0.571428571428571,1.0
2335,0,urbano,solteiro,mulher,branco,superior completo,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,sim,nao,73,4,0,4,0.181818181818182,0.75
2336,0,urbano,solteiro,mulher,preto ou pardo,superior completo,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,nao,65,4,0,4,0.5,1.0
2337,0,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,sim,69,1,0,1,0.25,1.0
2338,0,urbano,casado,mulher,branco,medio completo,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,sim,64,6,2,4,0.5,1.0
2339,0,urbano,casado,mulher,branco,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,sim,nao,84,3,0,3,0.375,0.333333333333333
2340,0,urbano,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,nao,sim,35,2,0,2,0.333333333333333,1.0
2341,0,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,57,3,0,3,0.6,0.333333333333333
2342,1,urbano,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,proprio nao pago,sim,sim,sim,nao,sim,nao,nao,47,3,1,2,0.6,1.0
2343,0,urbano,casado,mulher,preto ou pardo,fundam incompleto,inativo,sim,apartamento,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,nao,52,2,0,2,0.4,1.0
2344,0,urbano,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,36,5,3,2,1.0,1.5
2345,0,urbano,casado,mulher,preto ou pardo,fundam completo,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,39,3,1,2,0.75,0.5
2346,0,urbano,solteiro,homem,preto ou pardo,fundam incompleto,ativo ocupado,sim,apartamento,adequada,adequado,sim,adequada,proprio nao pago,sim,nao,nao,nao,nao,nao,nao,67,1,0,1,0.2,1.0
2347,1,urbano,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,nao,23,3,0,3,0.6,0.666666666666667
2348,1,urbano,casado,mulher,branco,fundam completo,inativo,nao,apartamento,adequada,adequado,sim,adequada,proprio nao pago,sim,sim,sim,nao,sim,sim,nao,38,4,1,3,0.8,1.0
2349,0,rural,solteiro,mulher,branco,sem instrucao,inativo,sim,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,65,5,2,3,1.25,0.666666666666667
2350,0,rural,casado,homem,branco,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,38,3,1,2,0.6,1.0
2351,1,rural,casado,mulher,preto ou pardo,medio incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,35,4,2,2,0.666666666666667,1.0
2352,0,rural,casado,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,sim,nao,44,3,1,2,0.5,1.0
2353,0,rural,solteiro,homem,branco,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,cedido,nao,nao,sim,nao,sim,nao,nao,35,1,0,1,0.333333333333333,1.0
2354,0,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,54,5,0,5,0.714285714285714,1.0
2355,1,rural,solteiro,mulher,preto ou pardo,fundam completo,ativo ocupado,nao,casa,inadequada,adequado,nao,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,44,4,1,3,0.8,1.33333333333333
2356,0,rural,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,sim,44,4,0,4,1.0,0.75
2357,1,rural,casado,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,51,2,0,2,0.333333333333333,1.0
2358,0,rural,casado,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,nao,nao,sim,nao,sim,48,4,0,4,0.8,0.75
2359,0,rural,solteiro,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,sim,24,4,1,4,0.666666666666667,1.0
2360,1,rural,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,sim,sim,41,5,3,2,0.833333333333333,1.0
2361,1,rural,solteiro,mulher,branco,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,cedido,sim,nao,nao,nao,nao,nao,nao,48,3,1,2,0.6,0.0
2362,1,rural,solteiro,mulher,preto ou pardo,medio incompleto,ativo desocupado,nao,casa,inadequada,inadequado,sim,inadequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,30,2,1,1,0.5,0.0
2363,0,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,inadequada,adequado,sim,adequada,proprio pago,nao,nao,nao,nao,nao,nao,nao,81,2,0,2,0.285714285714286,0.0
2364,1,rural,casado,homem,preto ou pardo,medio incompleto,ativo desocupado,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,31,4,2,2,1.33333333333333,0.5
2365,1,rural,casado,homem,branco,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,39,4,1,3,1.0,0.333333333333333
2366,1,rural,solteiro,homem,branco,sem instrucao,ativo desocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,52,2,0,2,0.4,0.5
2367,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,42,7,2,5,1.16666666666667,0.2
2368,0,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,sim,sim,69,4,1,3,0.571428571428571,1.0
2369,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,nao,nao,nao,nao,sim,36,7,4,3,1.75,0.0
2370,1,rural,casado,homem,branco,medio incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,cedido,sim,nao,sim,nao,sim,nao,sim,35,5,2,3,1.0,1.0
2371,0,rural,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,sim,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,72,2,0,2,0.333333333333333,0.0
2372,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,22,3,1,2,1.0,0.5
2373,1,rural,solteiro,homem,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,63,1,0,1,0.166666666666667,1.0
2374,0,rural,solteiro,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,31,1,0,1,0.125,1.0
2375,1,rural,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,sim,32,3,1,2,0.75,1.0
2376,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,sim,19,2,0,2,0.666666666666667,1.0
2377,0,rural,casado,mulher,preto ou pardo,fundam completo,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,sim,sim,63,3,0,3,0.5,0.666666666666667
2378,1,rural,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,sim,nao,24,4,2,2,0.666666666666667,0.0
2379,1,rural,casado,mulher,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,50,5,1,4,1.0,0.25
2380,1,rural,solteiro,mulher,preto ou pardo,medio completo,inativo,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,27,3,2,1,1.0,1.0
2381,1,rural,casado,homem,preto ou pardo,medio incompleto,inativo,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,sim,32,3,1,2,0.6,1.0
2382,1,rural,solteiro,mulher,branco,fundam incompleto,inativo,nao,casa,inadequada,adequado,sim,adequada,cedido,nao,nao,sim,nao,sim,nao,nao,57,4,2,2,1.0,0.5
2383,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,cedido,sim,nao,sim,nao,sim,sim,sim,53,7,0,7,1.16666666666667,0.285714285714286
2384,0,rural,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,nao,nao,nao,72,1,0,1,0.2,1.0
2385,0,rural,solteiro,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,nao,90,1,0,1,0.166666666666667,0.0
2386,0,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,49,2,0,2,0.333333333333333,0.5
2387,0,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,sim,50,3,1,3,0.5,0.666666666666667
2388,1,rural,casado,homem,branco,sem instrucao,inativo,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,48,3,0,3,0.6,0.333333333333333
2390,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,nao,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,47,5,1,4,1.25,0.75
2391,1,rural,solteiro,homem,preto ou pardo,sem instrucao,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,nao,nao,nao,nao,sim,64,4,0,4,1.0,0.0
2392,1,rural,casado,mulher,branco,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,nao,33,4,2,3,0.8,0.666666666666667
2393,0,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,sim,sim,57,3,0,3,0.5,0.333333333333333
2395,0,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,sim,nao,51,3,0,3,0.6,0.666666666666667
2396,0,rural,solteiro,mulher,branco,medio completo,ativo ocupado,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,sim,71,5,0,5,0.416666666666667,0.2
2397,1,rural,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,nao,39,8,4,4,1.6,0.75
2398,0,rural,casado,homem,preto ou pardo,medio incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,sim,sim,sim,nao,nao,nao,nao,40,2,0,2,0.666666666666667,1.0
2399,0,rural,solteiro,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,nao,58,1,0,1,0.142857142857143,1.0
2400,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,nao,nao,54,7,1,6,0.875,0.666666666666667
2401,0,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,apartamento,adequada,adequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,nao,35,3,0,3,0.6,0.666666666666667
